Step,Val_Loss,BLEU,ROUGE-L
50,0.8253319263458252,0.14068350357813025,0.344982743288795
100,0.5978087782859802,0.21517824802833402,0.410557955612928
150,0.5409191250801086,0.20282332767613845,0.437387816441521
200,0.5090854167938232,0.22844324666758292,0.44330785243262916
250,0.4907629191875458,0.19205432454388266,0.43750239692122256
300,0.47702354192733765,0.24526550443834008,0.4780978069725015
350,0.4681813418865204,0.20376731826416894,0.43062831001063634
400,0.46094587445259094,0.1877237966528669,0.42271507653715656
450,0.4517732560634613,0.23458417229233444,0.4208897710852375
500,0.4468764662742615,0.19873916709679768,0.3900772754978887
550,0.44503360986709595,0.20289863754765,0.4192435057184323
600,0.4402525722980499,0.22361499243943989,0.4270086705722189
650,0.43473339080810547,0.20261348637871815,0.4151277349182855
700,0.43142223358154297,0.2123064211427656,0.4273519372430744
750,0.4279633164405823,0.25945332667250987,0.4519848092689054
800,0.4251488447189331,0.23316132457609964,0.43015246634709997
850,0.4256959557533264,0.23377789910617644,0.4261433626379325
900,0.4211806654930115,0.191425132372781,0.40250544273140676
950,0.4203775227069855,0.25900823019004315,0.4594515793129388
1000,0.41584041714668274,0.23454043517104292,0.4523792067130944
1050,0.41519343852996826,0.23366514254505977,0.4473598220334749
1100,0.41452473402023315,0.23163011823496388,0.4314437801874555
1150,0.41158753633499146,0.2196704770793113,0.4267051320551626
1200,0.4121655821800232,0.22639338252167554,0.4354746151985158
1250,0.4101651906967163,0.23252830898154322,0.46221831024764604
1300,0.40819665789604187,0.20653642717612697,0.4274116209483788
1350,0.41043779253959656,0.22826956115707162,0.4010497063383085
1400,0.4054071307182312,0.22821276000914217,0.4223124267573987
1450,0.4051297903060913,0.23179612864755264,0.4395468815375392
1500,0.40446317195892334,0.2497304258790593,0.4476168080340179
1550,0.4031994044780731,0.19201221135645086,0.41678376849107207
1600,0.4026736319065094,0.21767387056983828,0.4052663980353921
1650,0.4015803039073944,0.23980089182563302,0.42403123355222117
1700,0.40295955538749695,0.20909259369316843,0.3925407460616848
1750,0.4010063707828522,0.22210283134159603,0.4180872590315036
1800,0.3996090888977051,0.21961516111414667,0.4047231143840624
1850,0.40124809741973877,0.20801897856477097,0.4019572388308888
1900,0.39887455105781555,0.223997372992972,0.42614375142095284
1950,0.40063318610191345,0.2259875123713005,0.4246775131243521
2000,0.39808645844459534,0.23226012024684178,0.40987331136062644
2050,0.400428831577301,0.20507929927177768,0.38694672550750137
2100,0.39900001883506775,0.22914454934004422,0.4142714307233255
2150,0.3992964029312134,0.22692335618954804,0.4238208670424749
2200,0.4003508388996124,0.2169307014622671,0.39996454254638636
2250,0.40121376514434814,0.20986452436722597,0.4209699797972622
2300,0.39752447605133057,0.21101097866076327,0.4002848874326875
2350,0.4012764096260071,0.22400048148816776,0.4316042017156918
2400,0.3990184962749481,0.2432505265116805,0.41519587926732066
2450,0.39942818880081177,0.21780798414598881,0.40529715137947525
2500,0.39871013164520264,0.23439426413781883,0.40899025360514685
2550,0.400184690952301,0.2366133754597782,0.4201604698566485
2600,0.39912649989128113,0.21962505665371093,0.416896010487497
2650,0.3965907394886017,0.24884532888880703,0.4475317755029745
2700,0.40134701132774353,0.20238303519002623,0.3845224337884393
2750,0.40029752254486084,0.23359568562730954,0.4010466382753634
2800,0.3999502658843994,0.23098879194887698,0.44215090187927947
2850,0.4003767669200897,0.22594665172483364,0.3974814000779904
2900,0.4029569625854492,0.22226297130332426,0.42989264304008
2950,0.40138280391693115,0.22978491103486273,0.4247397316687181
3000,0.4021967351436615,0.20172654892452577,0.38927661299849525
3050,0.4037362337112427,0.24126314371929383,0.4151387690197925
3100,0.40002191066741943,0.21744762523302408,0.3954073919292416
3150,0.4006776511669159,0.2316269210731399,0.41280661082236914
