Step,Val_Loss,BLEU,ROUGE-L
2250,0.42078062891960144,0.20939072703066539,0.41412914117948463
2300,0.4176856577396393,0.20793676066656047,0.40987255161686953
2350,0.419958233833313,0.22656589864850735,0.4095052077436314
2400,0.4183727502822876,0.24198655095664068,0.4194266625568689
2450,0.41525813937187195,0.21111161470590722,0.3958536734499051
2500,0.415130615234375,0.23061343853149985,0.4107861091699613
2550,0.41585254669189453,0.25205029841539706,0.45343198886440206
2600,0.4147574305534363,0.21666095483980144,0.41873694566086705
2650,0.414749413728714,0.23733704163161762,0.4096215146909378
2700,0.41392797231674194,0.2129664482803889,0.4198070553508233
2750,0.41347697377204895,0.24457395426341283,0.4401660072296746
2800,0.41258612275123596,0.23163222832286032,0.4330236185549217
2850,0.4128836393356323,0.22669807491189187,0.41312741034620165
2900,0.4129734933376312,0.2123335477620084,0.4235095096970769
2950,0.41323328018188477,0.22960622572402428,0.4264615844250689
3000,0.4123567044734955,0.22243689412743672,0.41151120401260305
3050,0.41224515438079834,0.24649079233627236,0.4274396719522668
3100,0.4109199643135071,0.22185890635879268,0.4179999149187124
3150,0.41202250123023987,0.2289612251900718,0.42191755666133285
3200,0.410753071308136,0.20490611562022573,0.38882280435995936
3250,0.4101337492465973,0.2520673892360568,0.42633473357770824
3300,0.40941593050956726,0.23307456335433493,0.43092018930660836
3350,0.4106314182281494,0.23572271738932662,0.439453675111246
3400,0.41043195128440857,0.2309997177601874,0.4371271458862735
3450,0.4096702039241791,0.23719973541631037,0.45252292509306935
3500,0.40861666202545166,0.21751993425333147,0.40012561475192265
3550,0.4101582467556,0.22546301144937148,0.42976789248360653
3600,0.4090171754360199,0.2462192020375982,0.41994539854035184
3650,0.4082012176513672,0.2329859496099576,0.43820582325942686
3700,0.4080296456813812,0.24272670900735657,0.42900474937149363
3750,0.4083305895328522,0.22858777065605268,0.4219017041243508
3800,0.4065617024898529,0.22588988394499512,0.41378888061323854
3850,0.40776413679122925,0.2014566273255504,0.4163503077659915
3900,0.40731608867645264,0.21680621625965968,0.41160074082898845
3950,0.40766310691833496,0.20936762393189184,0.40349015621505474
4000,0.40655916929244995,0.224301825190655,0.42625408193920755
4050,0.4073202311992645,0.22428321263663795,0.406621279303628
4100,0.40654802322387695,0.24007157768941412,0.44051363829691004
4150,0.40681517124176025,0.2211492724238554,0.4208965171210983
4200,0.4066997468471527,0.24086456391972227,0.41863032698964
4250,0.4053210914134979,0.22683694399736917,0.42817554822465276
4300,0.40594980120658875,0.23756482398876258,0.4286981571463545
4350,0.40573108196258545,0.23107912945768783,0.44005643745623296
4400,0.4073435664176941,0.2352142994208345,0.41931511877877986
4450,0.4050487279891968,0.24555368477616255,0.46038620824899723
4500,0.4064943194389343,0.24016250216428559,0.423411067253832
4550,0.407367080450058,0.21428248824533436,0.42010884826163264
4600,0.4045226275920868,0.2223252426319492,0.42326216166823377
4650,0.40654537081718445,0.24369004623598656,0.4364517057614289
4700,0.4070016145706177,0.23160642620714497,0.41790543161004523
4750,0.40422728657722473,0.23833720464607303,0.4426062657278856
4800,0.4052343964576721,0.25379369881774827,0.444955491114148
4850,0.4064529240131378,0.22458718483446113,0.42871057786048455
4900,0.40646955370903015,0.21839471900148158,0.4172804596980524
4950,0.4046105146408081,0.231443684374077,0.4283036335070735
5000,0.40398481488227844,0.2164051133336042,0.4077412735594212
5050,0.404330849647522,0.19984832972107003,0.40281766264080615
5100,0.40319591760635376,0.22647491112464585,0.42187275497918775
5150,0.40564295649528503,0.22223471658053648,0.4273140370635072
5200,0.40658748149871826,0.21761452014139013,0.4153760198643914
5250,0.4035680592060089,0.2403154615547527,0.4266837225344935
5300,0.40408676862716675,0.2140431145298653,0.4102178214448062
5350,0.405069500207901,0.23416993208895018,0.42259007053399544
5400,0.4046049118041992,0.20776773888557623,0.40364694389775807
5450,0.4034297466278076,0.23899333112004834,0.42723727466396433
5500,0.4036521315574646,0.21663895833127178,0.4210890345469711
5550,0.4035511612892151,0.2062033885365242,0.41922522308798427
5600,0.4037277102470398,0.21548863354077663,0.41116617634128055
