config,n_samples,bleu_4,rouge_l,radgraph_f1,pred_chexpert_no_finding,pred_chexpert_enlarged_cardiomediastinum,pred_chexpert_cardiomegaly,pred_chexpert_lung_opacity,pred_chexpert_lung_lesion,pred_chexpert_edema,pred_chexpert_consolidation,pred_chexpert_pneumonia,pred_chexpert_atelectasis,pred_chexpert_pneumothorax,pred_chexpert_pleural_effusion,pred_chexpert_pleural_other,pred_chexpert_fracture,pred_chexpert_support_devices,chexpert_precision,chexpert_recall,chexpert_f1,chexpert_match_atelectasis,chexpert_match_cardiomegaly,chexpert_match_consolidation,chexpert_match_edema,chexpert_match_enlarged_cardiomediastinum,chexpert_match_fracture,chexpert_match_lung_lesion,chexpert_match_lung_opacity,chexpert_match_no_finding,chexpert_match_pleural_effusion,chexpert_match_pleural_other,chexpert_match_pneumonia,chexpert_match_pneumothorax,chexpert_match_support_devices
Config_A1,397,0.04768974310384853,0.15015099206747867,0.16565678374624784,0.15228426395939088,0.5882352941176471,-0.15,-0.4227941176470588,0.4913294797687861,0.9024390243902439,-0.017421602787456445,0.23949579831932774,-0.010238907849829351,0.057291666666666664,-0.6235955056179775,-0.5778688524590164,0.3502824858757062,1.0,,,,,,,,,,,,,,,,,
Config_A2,397,0.043670186078912716,0.1453073756784454,0.16589952896408053,0.28780487804878047,0.7532467532467533,0.03007518796992481,-0.4805194805194805,0.6142857142857143,0.8518518518518519,-0.1656441717791411,0.31,-0.11764705882352941,0.07924528301886792,-0.7349397590361446,-0.4275618374558304,0.33064516129032256,1.0,,,,,,,,,,,,,,,,,
Config_B1,397,0.052139538211246,0.14942835165545185,0.17988525267801295,0.22950819672131148,0.48058252427184467,0.12254901960784313,-0.3554006968641115,-0.07731958762886598,0.7671232876712328,-0.1270358306188925,0.11173184357541899,-0.18702290076335878,-0.03070175438596491,-0.7814569536423841,0.02040816326530612,0.1935483870967742,1.0,,,,,,,,,,,,,,,,,
Config_B2,397,0.04142674508468141,0.13258724542876835,0.15973719819741963,0.06091370558375635,0.4470588235294118,0.1111111111111111,-0.31141868512110726,-0.02849740932642487,0.9158878504672897,0.2507462686567164,0.16587677725118483,-0.09302325581395349,-0.2345679012345679,-0.6710526315789473,-0.18085106382978725,0.215625,1.0,,,,,,,,,,,,,,,,,
