config,n_samples,No Finding,Enlarged Cardiomediastinum,Cardiomegaly,Lung Opacity,Lung Lesion,Edema,Consolidation,Pneumonia,Atelectasis,Pneumothorax,Pleural Effusion,Pleural Other,Fracture,Support Devices,bleu_4,rouge_l,radgraph_f1,pred_chexpert_no_finding,pred_chexpert_enlarged_cardiomediastinum,pred_chexpert_cardiomegaly,pred_chexpert_lung_opacity,pred_chexpert_lung_lesion,pred_chexpert_edema,pred_chexpert_consolidation,pred_chexpert_pneumonia,pred_chexpert_atelectasis,pred_chexpert_pneumothorax,pred_chexpert_pleural_effusion,pred_chexpert_pleural_other,pred_chexpert_fracture,pred_chexpert_support_devices,chexpert_match_no_finding,chexpert_match_enlarged_cardiomediastinum,chexpert_match_cardiomegaly,chexpert_match_lung_opacity,chexpert_match_lung_lesion,chexpert_match_edema,chexpert_match_consolidation,chexpert_match_pneumonia,chexpert_match_atelectasis,chexpert_match_pneumothorax,chexpert_match_pleural_effusion,chexpert_match_pleural_other,chexpert_match_fracture,chexpert_match_support_devices,chexpert_precision,chexpert_recall,chexpert_f1,bertscore_p,bertscore_r,bertscore_f1
Phase3_Puente_CoT,19137,1.0,-0.06888068880688807,0.5550995280114919,0.8365921787709497,0.6500691562932227,0.16636308439587127,0.2566518847006652,-0.023293498075754506,0.6020107896027465,0.2095,0.5346307079374808,0.5131578947368421,0.6278659611992945,0.9373373807458804,0.09880856824260933,0.23532784499564416,0.158789661897873,0.6674091843728581,0.44318835025867026,0.7402619067478522,-0.558915770609319,-0.0680394922425952,-0.041051660516605165,-0.4291858078389209,0.21088180112570357,-0.0255496137849079,0.3185638887078908,-0.6681935635424008,0.15882874889086068,0.08143028846153846,1.0,0.3810073309801792,0.40635532017332693,0.1824953445065177,0.2292691817022052,0.46366704161979755,0.36813358302122345,0.3764727206815298,0.3644251626898048,0.3094067015063019,0.6064421490128965,0.3178320791409487,0.02589597902097902,0.6276647522632143,0.2864516129032258,0.15581115845764168,0.42261648938075275,0.3275202120568419,0.7635393749460965,0.773101256073982,0.7676522460185404
