metrica,media_sucio,media_limpio,delta_medio,std_sucio,std_limpio,mejora_pct,n_mejoran,n_empeoran,n_iguales
bleu4,0.049809377531951235,0.024523166418570934,-0.025286211113380308,0.08256507715935743,0.04377516860679126,-50.765964897192205,5919,13218,0
rougeL,0.18146840601625935,0.15042873264605025,-0.031039673370209138,0.1265706309273901,0.11238525769388903,-17.10472585923746,4367,14762,8
radgraph,0.13656871688733765,0.12536271351308098,-0.011206003374256654,0.15618944033518284,0.15911316683070667,-8.205395517848386,3247,5917,9973
bertscore_p,0.7801554543244313,0.7252223732834383,-0.0549330810409931,0.04747497969194169,0.056703846487195515,-7.041299363671297,307,18830,0
bertscore_r,0.7174532295967735,0.6840906427896664,-0.033362586807107054,0.051288709073532626,0.058094030785514617,-4.650141003038994,805,18332,0
bertscore_f1,0.7470066411595998,0.7037987874556766,-0.043207853703923174,0.04590660449963992,0.05584324882559992,-5.784132472617698,233,18904,0
