config,n_samples,bleu_4,rouge_l,radgraph_f1,pred_chexpert_no_finding,pred_chexpert_enlarged_cardiomediastinum,pred_chexpert_cardiomegaly,pred_chexpert_lung_opacity,pred_chexpert_lung_lesion,pred_chexpert_edema,pred_chexpert_consolidation,pred_chexpert_pneumonia,pred_chexpert_atelectasis,pred_chexpert_pneumothorax,pred_chexpert_pleural_effusion,pred_chexpert_pleural_other,pred_chexpert_fracture,pred_chexpert_support_devices,chexpert_match_no_finding,chexpert_match_enlarged_cardiomediastinum,chexpert_match_cardiomegaly,chexpert_match_lung_opacity,chexpert_match_lung_lesion,chexpert_match_edema,chexpert_match_consolidation,chexpert_match_pneumonia,chexpert_match_atelectasis,chexpert_match_pneumothorax,chexpert_match_pleural_effusion,chexpert_match_pleural_other,chexpert_match_fracture,chexpert_match_support_devices,chexpert_precision,chexpert_recall,chexpert_f1,bertscore_p,bertscore_r,bertscore_f1
Exp3_Asclepius,19137,0.14352270576826026,0.30606018828430764,0.20050989948390385,0.8966031223032871,0.36162162162162165,0.7920607267297163,-0.445,-0.022730919398834037,-0.9112271540469974,-0.5073180379746836,0.4143646408839779,-0.7133757961783439,0.5544649948939068,-0.9797101449275363,0.7224316226925679,0.01183941448713809,1.0,0.3354698115626202,0.4342023587833644,0.17277149387563734,0.2439906651108518,0.5984925428983803,0.31257242178447275,0.45079860473655226,0.39839525553811267,0.2303035329241997,0.27137689103266827,0.3278202912861022,0.00962179670382014,0.8739469578783151,0.16052416052416052,0.14934553170675455,0.45023088100610387,0.33709450540072505,0.8101977767874319,0.7771882786704448,0.7928946837584302
