epoch,train_loss,val_loss,auc_roc_macro,f1_macro
1,0.29131097009962587,0.2927030160834518,0.7786315792719481,0.2707775373245727
2,0.28637614220996,0.29003127881243257,0.7779632244737246,0.2423455461341681
3,0.28487505227599186,0.28747652659687817,0.7838468879847189,0.24099083851695866
4,0.28360345216393756,0.28971743942061556,0.7816114614188342,0.23355782661598362
5,0.28329285913456875,0.28944751111012473,0.7869959702930659,0.2561703498807347
6,0.2829513759479692,0.2896539651894871,0.788780720575793,0.2462811996352237
7,0.28215393113563453,0.2867539181739469,0.7834584238996095,0.23500571827919112
8,0.2818585648038212,0.2952595324833182,0.7852524582859571,0.20682256214382108
9,0.28190681310410803,0.2953078007396263,0.7865389722884707,0.21795169337692302
10,0.2812024946831993,0.2888720303396635,0.7863886709455478,0.25959712115073047
