config,n_samples,bleu_4,rouge_l,radgraph_f1,pred_chexpert_no_finding,pred_chexpert_enlarged_cardiomediastinum,pred_chexpert_cardiomegaly,pred_chexpert_lung_opacity,pred_chexpert_lung_lesion,pred_chexpert_edema,pred_chexpert_consolidation,pred_chexpert_pneumonia,pred_chexpert_atelectasis,pred_chexpert_pneumothorax,pred_chexpert_pleural_effusion,pred_chexpert_pleural_other,pred_chexpert_fracture,pred_chexpert_support_devices,chexpert_match_no_finding,chexpert_match_enlarged_cardiomediastinum,chexpert_match_cardiomegaly,chexpert_match_lung_opacity,chexpert_match_lung_lesion,chexpert_match_edema,chexpert_match_consolidation,chexpert_match_pneumonia,chexpert_match_atelectasis,chexpert_match_pneumothorax,chexpert_match_pleural_effusion,chexpert_match_pleural_other,chexpert_match_fracture,chexpert_match_support_devices,chexpert_precision,chexpert_recall,chexpert_f1,bertscore_p,bertscore_r,bertscore_f1
Exp_Final_Dummy,8,0.00922767747819804,0.051103110096696956,0.0,1.0,1.0,-0.7142857142857143,0.4,-0.8333333333333334,,-0.5,,-1.0,-0.42857142857142855,-1.0,0.5,-0.5,1.0,0.2,0.0,0.0,0.2,0.16666666666666666,,0.5,1.0,0.2,0.0,0.3333333333333333,0.0,0.0,0.4,0.09895833333333333,0.3333333333333333,0.39826839826839827,0.6900166124105453,0.6149333193898201,0.6487677097320557
