metrica,media_original,media_formateado,delta_medio,std_original,std_formateado,mejora_pct,n_mejoran,n_empeoran,n_iguales
bleu4,0.04315164138180516,0.03581347129237064,-0.007338170089434532,0.03440404780745877,0.03555620000047368,-17.00554105116535,7351,11786,0
rougeL,0.1333750730504243,0.18510917650611125,0.05173410345568697,0.04578272102589318,0.06695865642871218,38.788434954504716,16091,3041,5
radgraph,0.1457237028576873,0.15957554348463146,0.013851840626944176,0.09924406534937052,0.11281897972336957,9.505550816583204,11915,5957,1265
bertscore_p,0.7163591847908362,0.729988645577858,0.013629460787021885,0.028772431457304053,0.033565751888935326,1.9026015267747896,12257,6880,0
bertscore_r,0.7847569663584304,0.7447932493339706,-0.039963717024459756,0.032829758198638405,0.0350847193066694,-5.092495987631246,193,18944,0
bertscore_f1,0.7485200321499305,0.7368556385118273,-0.01166439363810313,0.024054038714870104,0.028943421412048444,-1.558327517915609,5525,13612,0
