metrica,media_sucio,media_limpio,delta_medio,std_sucio,std_limpio,mejora_pct,n_mejoran,n_empeoran,n_iguales
bleu4,0.08488425356717724,0.03919249518935336,-0.04569175837782387,0.07775411086147166,0.042866423264942784,-53.82830908875637,2091,17046,0
rougeL,0.21199562222770837,0.1977325649537125,-0.01426305727399591,0.08955135576123731,0.08173841456178414,-6.727996136955931,7119,11980,38
radgraph,0.15229517176147284,0.15379094603088914,0.0014957742694162812,0.11719650597459297,0.1218245876514089,0.9821547539005289,9646,6595,2896
bertscore_p,0.756008893171996,0.7361336735409056,-0.019875219631090416,0.03708297002044782,0.03479382548742886,-2.6289663799720273,3634,15503,0
bertscore_r,0.7804571026705983,0.7392022116602716,-0.041254891010326686,0.041011121198132154,0.037310952607013274,-5.285990846794667,60,19077,0
bertscore_f1,0.7673192678676688,0.7371469239814344,-0.030172343886234347,0.031219251831411967,0.030234426502468527,-3.9321759728621646,824,18313,0
