config,n_samples,No Finding,Enlarged Cardiomediastinum,Cardiomegaly,Lung Opacity,Lung Lesion,Edema,Consolidation,Pneumonia,Atelectasis,Pneumothorax,Pleural Effusion,Pleural Other,Fracture,Support Devices,bleu_4,rouge_l,radgraph_f1,pred_chexpert_no_finding,pred_chexpert_enlarged_cardiomediastinum,pred_chexpert_cardiomegaly,pred_chexpert_lung_opacity,pred_chexpert_lung_lesion,pred_chexpert_edema,pred_chexpert_consolidation,pred_chexpert_pneumonia,pred_chexpert_atelectasis,pred_chexpert_pneumothorax,pred_chexpert_pleural_effusion,pred_chexpert_pleural_other,pred_chexpert_fracture,pred_chexpert_support_devices,chexpert_match_no_finding,chexpert_match_enlarged_cardiomediastinum,chexpert_match_cardiomegaly,chexpert_match_lung_opacity,chexpert_match_lung_lesion,chexpert_match_edema,chexpert_match_consolidation,chexpert_match_pneumonia,chexpert_match_atelectasis,chexpert_match_pneumothorax,chexpert_match_pleural_effusion,chexpert_match_pleural_other,chexpert_match_fracture,chexpert_match_support_devices,chexpert_precision,chexpert_recall,chexpert_f1,bertscore_p,bertscore_r,bertscore_f1
Exp2_RadDINO_CoT,19137,1.0,-0.06888068880688807,0.5550995280114919,0.8365921787709497,0.6500691562932227,0.16636308439587127,0.2566518847006652,-0.023293498075754506,0.6020107896027465,0.2095,0.5346307079374808,0.5131578947368421,0.6278659611992945,0.9373373807458804,0.08488425356717724,0.21199562222770837,0.15229517176147284,0.7200741525423728,0.4366048862679023,0.706379834140734,-0.47434402332361514,0.034622510421491434,0.10963244613434728,-0.363118952760387,0.2613878246062154,0.07520189671778914,0.26711635750421586,-0.6677764565992865,0.15938995215311005,0.18889745566692367,1.0,0.4015482054890922,0.3561973525872443,0.16918555835432408,0.20917866492146597,0.4275651019111958,0.367562221855942,0.36682840758711954,0.3674816259187041,0.3286888672147137,0.6452303045557514,0.32242951560277755,0.032124556562869534,0.6081409987410826,0.2622460426274461,0.1481482598517542,0.42394626164637983,0.32472625339904854,0.7560088932280593,0.7804571027422348,0.7673192677524275
