config_name,experiment,lr_vit_lora,lr_bridge,total_steps,best_val_loss,best_step,final_train_loss,timestamp
Exp2_RadDINO,exp2_raddino_puente,5e-05,0.0001,31875,0.27409350872039795,25625,0.236,2026-06-19 10:36:36
