metrica,media_sucio,media_limpio,delta_medio,std_sucio,std_limpio,mejora_pct,n_mejoran,n_empeoran,n_iguales
bleu4,0.05949877899386989,0.11265957796959626,0.05316079897572636,0.04702528350143987,0.09071171044547693,89.34771414587091,15721,1697,1719
rougeL,0.15971505107748907,0.2512666129638608,0.0915515618863718,0.05974776724943776,0.10105899632846006,57.321812358156315,16862,555,1720
radgraph,0.15276332093227563,0.1705666093819081,0.017803288449632457,0.1129716528145496,0.1345091814755757,11.654164324907002,11518,4411,3208
bertscore_p,0.7291216381591471,0.7742330815940713,0.04511144343492422,0.03004412948045394,0.038081277933097984,6.187094316501088,17094,624,1419
bertscore_r,0.7986235437880566,0.7917931320749867,-0.006830411713069875,0.033946772813550845,0.0444203953146561,-0.8552730214628597,7175,10318,1644
bertscore_f1,0.7618130301304196,0.7823124830517368,0.020499452921317253,0.025326313470869,0.03515878939229219,2.690877172028394,14856,2768,1513
