config,n_samples,bleu_4,rouge_l,radgraph_f1,pred_chexpert_no_finding,pred_chexpert_enlarged_cardiomediastinum,pred_chexpert_cardiomegaly,pred_chexpert_lung_opacity,pred_chexpert_lung_lesion,pred_chexpert_edema,pred_chexpert_consolidation,pred_chexpert_pneumonia,pred_chexpert_atelectasis,pred_chexpert_pneumothorax,pred_chexpert_pleural_effusion,pred_chexpert_pleural_other,pred_chexpert_fracture,pred_chexpert_support_devices,chexpert_match_no_finding,chexpert_match_enlarged_cardiomediastinum,chexpert_match_cardiomegaly,chexpert_match_lung_opacity,chexpert_match_lung_lesion,chexpert_match_edema,chexpert_match_consolidation,chexpert_match_pneumonia,chexpert_match_atelectasis,chexpert_match_pneumothorax,chexpert_match_pleural_effusion,chexpert_match_pleural_other,chexpert_match_fracture,chexpert_match_support_devices,chexpert_precision,chexpert_recall,chexpert_f1
Config_B1,19137,0.05949877899386989,0.15971505107748907,0.15276598000422098,0.4109177542987363,0.577027360118314,0.4036432500676346,-0.35400350133603614,0.13641316190891262,0.6403118040089086,-0.3151978768246039,0.016923935279895854,-0.07965982679254116,0.005827689399905497,-0.6714134400376603,0.06237099524365072,0.04696611505122143,1.0,0.43159006867406235,0.32408347433728146,0.1649653528053051,0.262982900569981,0.4793820041344794,0.40860392286138125,0.3261015432789085,0.34743270753223254,0.37386596429616625,0.6698448047880855,0.31535975506038444,0.056331761146213404,0.43067503681314423,0.2199631860776439,0.12829256516941814,0.3628938407854815,0.3167791474349022
