metrica,media_original,media_formateado,delta_medio,std_original,std_formateado,mejora_pct,n_mejoran,n_empeoran,n_iguales
bleu4,0.05949877899386989,0.10551225960803795,0.046013480614168066,0.04702528350143987,0.08663404254545631,77.33516786774531,15547,3559,31
rougeL,0.15971505107748907,0.24775716742636886,0.08804211634887979,0.05974776724943776,0.0985494974343874,55.12449562825756,16850,1541,746
radgraph,0.15276332093227563,0.17007965726192967,0.017316336329654056,0.1129716528145496,0.1341316216484468,11.335401864778055,11814,5077,2246
bertscore_p,0.7291216380189889,0.7714596228607771,0.04233798484178822,0.030044129753652282,0.03718041468896221,5.806710792018161,17199,1938,0
bertscore_r,0.7986235437257639,0.7889175167114637,-0.00970602701430025,0.033946772874115606,0.043262018224697156,-1.2153444624258614,6199,12938,0
bertscore_f1,0.7618130301148464,0.7794989511162758,0.017685921001429343,0.02532631354501052,0.03409076184208627,2.321556642154456,14572,4565,0
