metrica,media_sucio,media_limpio,delta_medio,std_sucio,std_limpio,mejora_pct,n_mejoran,n_empeoran,n_iguales
bleu4,0.0037143565677899386,0.022350058983274673,0.018635702415484737,0.009620822258063873,0.022999772973772193,501.7208788485559,18638,499,0
rougeL,0.10256165280707318,0.1417965826823015,0.03923492987522832,0.05043775145773188,0.04756710274527721,38.2549703533273,17299,1791,47
radgraph,0.15265497253636331,0.14770833318212465,-0.004946639354238673,0.13086123615291884,0.11960739672740375,-3.240404994380615,2417,11030,5690
bertscore_p,0.797311905680975,0.7272194578535861,-0.07009244782738895,0.05449637415765507,0.03171553307463783,-8.7910950944002,273,18864,0
bertscore_r,0.6961781016467301,0.703606030108407,0.007427928461676924,0.030621120996914785,0.029871128974381413,1.0669580735313284,13938,5199,0
bertscore_f1,0.7427785035465905,0.7148835647160365,-0.02789493883055393,0.03708040326103829,0.026607986522556068,-3.755485477482485,1241,17896,0
