config,n_samples,bleu_4,rouge_l,radgraph_f1,pred_chexpert_no_finding,pred_chexpert_enlarged_cardiomediastinum,pred_chexpert_cardiomegaly,pred_chexpert_lung_opacity,pred_chexpert_lung_lesion,pred_chexpert_edema,pred_chexpert_consolidation,pred_chexpert_pneumonia,pred_chexpert_atelectasis,pred_chexpert_pneumothorax,pred_chexpert_pleural_effusion,pred_chexpert_pleural_other,pred_chexpert_fracture,pred_chexpert_support_devices,chexpert_match_no_finding,chexpert_match_enlarged_cardiomediastinum,chexpert_match_cardiomegaly,chexpert_match_lung_opacity,chexpert_match_lung_lesion,chexpert_match_edema,chexpert_match_consolidation,chexpert_match_pneumonia,chexpert_match_atelectasis,chexpert_match_pneumothorax,chexpert_match_pleural_effusion,chexpert_match_pleural_other,chexpert_match_fracture,chexpert_match_support_devices,chexpert_precision,chexpert_recall,chexpert_f1,bertscore_p,bertscore_r,bertscore_f1
Exp_Final,19137,0.13172352356392375,0.2904874033170835,0.1938779483380582,0.8882627283326856,0.06320081549439348,0.9388900731897961,0.487987987987988,-0.08766559349765134,-0.9504587155963303,-0.29821717990275526,-0.5040257648953301,-0.8776167471819646,0.8085586768180625,-0.9650698602794411,0.9845540607872446,-0.041375291375291376,1.0,0.2032166508987701,0.5169932027189125,0.2140813202901444,0.10738127026511539,0.842724490872639,0.3954791705585653,0.48487972508591065,0.4149132521225544,0.05122591943957969,0.2015195179460309,0.3414599971977021,0.010379061371841155,0.7577250335871025,0.08827846508702034,0.13743609937286846,0.1896620311388765,0.41138890175188747,0.8055920738121644,0.7679421931042681,0.7858837534437335
