config,n_samples,bleu_4,rouge_l,radgraph_f1,pred_chexpert_no_finding,pred_chexpert_enlarged_cardiomediastinum,pred_chexpert_cardiomegaly,pred_chexpert_lung_opacity,pred_chexpert_lung_lesion,pred_chexpert_edema,pred_chexpert_consolidation,pred_chexpert_pneumonia,pred_chexpert_atelectasis,pred_chexpert_pneumothorax,pred_chexpert_pleural_effusion,pred_chexpert_pleural_other,pred_chexpert_fracture,pred_chexpert_support_devices,chexpert_match_no_finding,chexpert_match_enlarged_cardiomediastinum,chexpert_match_cardiomegaly,chexpert_match_lung_opacity,chexpert_match_lung_lesion,chexpert_match_edema,chexpert_match_consolidation,chexpert_match_pneumonia,chexpert_match_atelectasis,chexpert_match_pneumothorax,chexpert_match_pleural_effusion,chexpert_match_pleural_other,chexpert_match_fracture,chexpert_match_support_devices,chexpert_precision,chexpert_recall,chexpert_f1
Config_A,3796,0.036627408929752074,0.11840654226532661,0.15056298558201017,0.918241965973535,0.09774436090225563,0.4756415024172555,-0.49906191369606,0.3199679230152366,-0.970108695652174,-0.6915187376725839,-0.9286256643887624,-0.8927289048473968,0.44479768786127166,-0.9451786588350465,0.38534675615212527,0.09152215799614644,1.0,0.31674536868870323,0.3613861386138614,0.1872085276482345,0.17382577278201525,0.5062783863211328,0.28247162673392184,0.08942161339421613,0.2537623248572911,0.17524557956777997,0.44151050539466213,0.26039715249156986,0.02971931755641167,0.8636363636363636,0.15520282186948853,0.14412195111909804,0.4866395653447771,0.30732170756908767
Config_B,3796,0.055331743747082766,0.15872188305816032,0.143151581053267,0.8129577464788732,0.5106382978723404,0.8465116279069768,0.31189710610932475,0.044105854049719326,-0.3,-0.4751602564102564,-0.957405614714424,-0.42426367461430575,0.08367801463569838,-0.9370437956204379,-0.011389521640091117,0.2604982206405694,1.0,0.2863182167563413,0.29594272076372313,0.20445660672400312,0.17828773168578993,0.7162703713598718,0.43005671077504726,0.1690302798006899,0.2662857142857143,0.14890282131661442,0.7647240209682393,0.2795216741405082,0.038002171552660155,0.510899182561308,0.08728010825439783,0.14118707205349804,0.3225194104062182,0.3446270651837126
